product_weight_g,product_length_cm,product_height_cm,product_width_cm,price,freight_value,payment_sequential,payment_installments,payment_value,review_score
150.0,23.0,7.0,12.0,31.9,13.71,1.0,3.0,177.03,1.0
4200.0,78.0,4.0,47.0,39.99,16.11,1.0,3.0,33.77,5.0
200.0,16.0,12.0,16.0,239.99,32.33,1.0,1.0,53.0,5.0
600.0,66.0,10.0,11.0,125.0,23.45,1.0,1.0,166.23,1.0
6025.0,56.0,11.0,32.0,44.06,18.11,1.0,1.0,29.49,1.0
1500.0,60.0,20.0,29.0,299.9,22.94,1.0,10.0,183.29,5.0
1100.0,17.0,25.0,17.0,349.9,31.98,1.0,5.0,156.45,4.0
1275.0,18.0,19.0,15.0,85.9,13.62,1.0,1.0,257.87,5.0
9200.0,37.0,30.0,39.0,40.35,19.32,1.0,2.0,146.17,5.0
300.0,18.0,18.0,18.0,219.0,61.59,1.0,7.0,76.7,1.0
1400.0,42.0,25.0,15.0,92.0,17.0,1.0,2.0,174.46,3.0
100.0,16.0,16.0,16.0,26.25,16.37,1.0,1.0,39.42,1.0
1050.0,25.0,25.0,35.0,27.9,18.3,1.0,6.0,204.07,5.0
4975.0,45.0,51.0,35.0,27.9,18.3,1.0,1.0,166.35,5.0
400.0,30.0,15.0,15.0,1099.0,40.17,1.0,1.0,56.37,5.0
900.0,35.0,12.0,20.0,79.9,17.3,1.0,3.0,339.56,4.0
840.0,25.0,18.0,17.0,33.8,12.48,1.0,7.0,367.2,4.0
150.0,16.0,2.0,11.0,75.0,16.5,1.0,1.0,54.62,2.0
100.0,20.0,3.0,20.0,219.99,10.35,1.0,1.0,216.6,5.0
550.0,40.0,21.0,20.0,72.99,11.73,1.0,1.0,84.56,5.0
2530.0,19.0,17.0,17.0,91.55,7.9,1.0,8.0,637.81,1.0
650.0,33.0,33.0,11.0,91.55,7.9,1.0,5.0,151.07,3.0
7700.0,56.0,11.0,32.0,91.55,7.9,1.0,1.0,83.0,5.0
13000.0,50.0,20.0,50.0,173.0,18.46,1.0,2.0,195.6,4.0
1100.0,16.0,20.0,16.0,173.0,18.46,1.0,4.0,94.25,4.0
1075.0,30.0,30.0,14.0,173.0,18.46,1.0,1.0,78.3,5.0
300.0,16.0,25.0,15.0,173.0,18.46,1.0,8.0,81.11,1.0
2000.0,33.0,8.0,23.0,318.0,27.51,1.0,1.0,72.14,5.0
1000.0,20.0,20.0,20.0,69.99,7.91,1.0,8.0,103.19,3.0
900.0,30.0,10.0,30.0,134.9,9.68,1.0,1.0,174.15,2.0
1950.0,43.0,10.0,33.0,189.99,18.58,1.0,1.0,157.91,2.0
450.0,16.0,30.0,11.0,54.99,20.55,1.0,4.0,328.73,5.0
25000.0,70.0,75.0,36.0,309.99,17.02,1.0,3.0,872.95,1.0
345.0,31.0,8.0,12.0,44.9,18.23,2.0,1.0,194.88,3.0
5050.0,36.0,33.0,26.0,125.0,7.74,1.0,1.0,28.13,5.0
350.0,16.0,9.0,12.0,138.0,12.47,1.0,1.0,317.76,5.0
1350.0,40.0,19.0,24.0,1649.99,40.96,1.0,2.0,120.82,5.0
7100.0,50.0,30.0,40.0,72.99,38.78,1.0,1.0,46.14,2.0
500.0,29.0,18.0,28.0,75.0,62.35,1.0,1.0,254.06,1.0
600.0,45.0,2.0,35.0,129.8,49.44,1.0,6.0,136.44,5.0
9600.0,55.0,17.0,45.0,49.9,18.23,1.0,1.0,217.78,5.0
10850.0,58.0,20.0,56.0,69.9,8.72,1.0,1.0,94.16,4.0
1350.0,32.0,10.0,45.0,69.97,15.17,1.0,1.0,56.92,5.0
500.0,16.0,10.0,25.0,49.9,12.79,1.0,1.0,178.88,4.0
100.0,18.0,6.0,11.0,349.9,19.7,1.0,5.0,114.7,5.0
400.0,23.0,10.0,20.0,63.92,15.2,1.0,1.0,237.68,5.0
840.0,22.0,15.0,22.0,149.9,27.35,1.0,10.0,156.6,5.0
1100.0,17.0,39.0,32.0,249.99,68.45,1.0,2.0,40.53,5.0
3800.0,27.0,7.0,27.0,161.9,31.44,1.0,10.0,100.5,4.0
5900.0,30.0,30.0,39.0,439.65,20.96,1.0,1.0,79.19,4.0
500.0,19.0,7.0,11.0,219.99,23.0,1.0,1.0,275.56,5.0
6820.0,54.0,54.0,35.0,99.9,8.89,1.0,6.0,136.95,5.0
25000.0,52.0,78.0,36.0,100.0,23.42,1.0,2.0,108.32,5.0
2750.0,23.0,8.0,23.0,1999.0,33.04,1.0,1.0,128.88,4.0
1500.0,35.0,20.0,20.0,311.0,24.47,1.0,8.0,540.06,4.0
250.0,16.0,2.0,20.0,59.99,16.18,1.0,1.0,38.01,5.0
1200.0,30.0,30.0,30.0,71.6,15.26,1.0,1.0,193.7,5.0
700.0,50.0,11.0,40.0,89.99,16.39,1.0,2.0,111.85,1.0
250.0,18.0,6.0,11.0,149.0,14.79,1.0,1.0,36.35,1.0
150.0,16.0,16.0,11.0,69.9,17.74,1.0,8.0,362.41,3.0
3200.0,16.0,2.0,11.0,124.9,14.21,1.0,1.0,76.08,5.0
1400.0,20.0,30.0,30.0,69.9,17.74,1.0,6.0,283.73,5.0
650.0,16.0,11.0,11.0,199.99,13.1,1.0,1.0,35.36,5.0
500.0,21.0,14.0,14.0,139.0,25.81,1.0,1.0,99.73,5.0
213.0,16.0,12.0,11.0,74.99,18.63,1.0,1.0,89.82,3.0
30000.0,50.0,50.0,50.0,21.99,18.23,1.0,1.0,68.12,4.0
250.0,40.0,4.0,30.0,21.99,18.23,1.0,2.0,80.45,4.0
100.0,25.0,7.0,16.0,20.3,11.85,1.0,4.0,74.74,4.0
900.0,16.0,33.0,14.0,27.3,11.85,1.0,3.0,113.05,1.0
5600.0,25.0,37.0,36.0,45.0,11.85,1.0,3.0,46.63,4.0
750.0,16.0,12.0,11.0,54.49,26.68,1.0,1.0,147.15,5.0
250.0,16.0,9.0,16.0,144.9,16.11,1.0,1.0,58.49,5.0
400.0,32.0,29.0,15.0,199.9,17.03,1.0,1.0,221.16,5.0
1200.0,45.0,10.0,15.0,57.99,16.17,1.0,3.0,186.18,5.0
1940.0,48.0,8.0,39.0,325.0,17.15,1.0,1.0,49.96,5.0
375.0,19.0,14.0,12.0,39.99,11.85,1.0,2.0,89.26,2.0
125.0,20.0,14.0,15.0,113.0,23.37,1.0,1.0,46.72,3.0
750.0,30.0,25.0,25.0,52.3,22.3,1.0,1.0,47.86,5.0
16050.0,60.0,40.0,40.0,79.99,7.81,1.0,1.0,74.16,5.0
600.0,16.0,16.0,15.0,196.99,39.13,1.0,1.0,172.81,5.0
400.0,20.0,2.0,15.0,69.9,0.04,1.0,1.0,144.3,5.0
150.0,17.0,8.0,11.0,69.9,35.43,1.0,1.0,85.14,5.0
400.0,25.0,15.0,25.0,144.9,19.11,1.0,2.0,793.09,4.0
500.0,30.0,30.0,30.0,12.9,14.1,1.0,6.0,62.28,2.0
200.0,16.0,16.0,13.0,65.9,12.9,2.0,1.0,33.27,2.0
200.0,27.0,13.0,17.0,59.9,17.67,1.0,7.0,75.24,5.0
3900.0,20.0,78.0,55.0,12.9,18.23,1.0,1.0,65.09,2.0
5250.0,51.0,15.0,52.0,199.99,25.05,1.0,2.0,125.16,3.0
838.0,28.0,14.0,21.0,99.0,33.08,1.0,2.0,131.73,5.0
500.0,17.0,27.0,17.0,39.9,7.94,1.0,2.0,188.94,4.0
4150.0,36.0,36.0,36.0,190.83,16.09,1.0,2.0,146.87,5.0
450.0,20.0,20.0,20.0,24.9,27.08,1.0,1.0,149.11,4.0
1000.0,42.0,25.0,15.0,199.99,8.98,1.0,2.0,139.5,5.0
4075.0,53.0,5.0,56.0,34.9,26.43,1.0,8.0,86.07,5.0
5700.0,85.0,10.0,40.0,175.8,18.44,1.0,1.0,77.65,5.0
28450.0,105.0,65.0,25.0,198.5,9.22,1.0,2.0,108.71,5.0
400.0,21.0,14.0,14.0,175.8,18.44,1.0,3.0,103.55,5.0
400.0,18.0,13.0,18.0,119.99,7.7,1.0,2.0,137.37,5.0
500.0,28.0,10.0,25.0,59.9,17.99,1.0,1.0,95.44,5.0
350.0,19.0,19.0,14.0,29.99,14.1,1.0,1.0,48.69,4.0
1000.0,11.0,15.0,20.0,59.9,16.67,1.0,1.0,158.37,5.0
2150.0,41.0,20.0,27.0,120.0,27.14,1.0,3.0,274.87,1.0
1300.0,22.0,36.0,22.0,59.0,13.43,1.0,1.0,61.75,4.0
775.0,44.0,3.0,34.0,59.0,13.43,1.0,2.0,122.47,5.0
150.0,25.0,5.0,20.0,59.0,13.43,1.0,10.0,124.4,3.0
1250.0,20.0,12.0,12.0,99.0,18.57,1.0,3.0,377.31,5.0
650.0,43.0,16.0,27.0,31.49,9.94,1.0,5.0,107.78,5.0
400.0,36.0,2.0,46.0,52.3,11.87,1.0,8.0,234.46,4.0
567.0,53.0,4.0,40.0,79.9,9.77,1.0,5.0,56.88,4.0
400.0,30.0,30.0,40.0,42.79,14.1,1.0,6.0,673.34,4.0
950.0,37.0,29.0,28.0,44.9,12.79,1.0,5.0,103.43,5.0
575.0,16.0,18.0,17.0,79.99,9.31,1.0,1.0,12.32,5.0
900.0,30.0,25.0,20.0,75.0,14.29,1.0,1.0,162.51,5.0
250.0,16.0,15.0,14.0,59.9,14.01,1.0,1.0,30.79,5.0
3890.0,36.0,28.0,36.0,73.0,13.53,1.0,1.0,66.63,4.0
350.0,70.0,8.0,60.0,199.99,12.6,1.0,1.0,191.83,3.0
100.0,17.0,7.0,12.0,32.9,20.8,1.0,1.0,238.02,1.0
375.0,18.0,9.0,12.0,120.0,18.72,1.0,1.0,103.12,5.0
1925.0,21.0,18.0,15.0,134.9,16.7,1.0,3.0,245.0,5.0
250.0,16.0,10.0,16.0,411.0,25.42,1.0,1.0,35.77,5.0
250.0,16.0,10.0,11.0,70.0,35.34,1.0,1.0,117.16,5.0
1850.0,28.0,35.0,15.0,18.0,11.85,1.0,1.0,63.83,1.0
100.0,16.0,16.0,16.0,49.99,19.04,1.0,1.0,55.11,4.0
50.0,16.0,6.0,11.0,49.99,19.04,1.0,2.0,131.36,5.0
8650.0,80.0,15.0,33.0,40.0,17.63,1.0,3.0,40.09,4.0
100.0,16.0,12.0,12.0,299.0,23.8,1.0,1.0,106.02,5.0
400.0,33.0,6.0,22.0,357.0,39.19,1.0,2.0,37.37,5.0
3598.0,41.0,18.0,51.0,49.9,16.05,1.0,1.0,136.09,5.0
200.0,16.0,12.0,11.0,107.9,18.86,1.0,7.0,74.49,1.0
600.0,18.0,12.0,13.0,99.9,21.5,1.0,10.0,300.0,1.0
1175.0,34.0,20.0,22.0,243.89,14.05,1.0,1.0,53.0,5.0
700.0,20.0,50.0,40.0,39.9,34.15,1.0,1.0,279.7,1.0
4000.0,35.0,20.0,50.0,159.77,17.67,1.0,2.0,259.32,1.0
1200.0,65.0,12.0,12.0,27.99,16.79,1.0,1.0,59.65,5.0
100.0,16.0,3.0,11.0,62.89,22.37,1.0,1.0,121.18,2.0
10850.0,58.0,20.0,58.0,99.99,13.58,1.0,1.0,128.15,2.0
500.0,20.0,20.0,20.0,99.99,13.58,2.0,10.0,234.69,5.0
6800.0,20.0,25.0,16.0,18.9,7.78,1.0,8.0,439.72,5.0
400.0,20.0,5.0,11.0,55.99,13.75,1.0,8.0,135.59,5.0
250.0,30.0,30.0,30.0,108.0,57.31,1.0,1.0,41.01,4.0
350.0,27.0,35.0,32.0,69.0,15.23,1.0,1.0,362.38,5.0
255.0,17.0,13.0,15.0,106.0,18.62,1.0,6.0,62.83,4.0
350.0,16.0,8.0,11.0,149.9,18.3,1.0,1.0,229.56,5.0
3000.0,30.0,30.0,30.0,91.5,15.39,1.0,1.0,24.96,4.0
100.0,22.0,22.0,16.0,179.9,16.01,1.0,1.0,55.8,5.0
11600.0,65.0,40.0,40.0,119.0,39.43,1.0,6.0,114.78,5.0
30000.0,42.0,105.0,47.0,19.9,7.78,1.0,1.0,47.15,5.0
800.0,30.0,16.0,16.0,24.0,8.33,1.0,1.0,27.72,4.0
200.0,18.0,14.0,17.0,98.0,17.62,1.0,5.0,61.3,5.0
450.0,26.0,7.0,22.0,59.9,17.67,1.0,1.0,74.78,4.0
5900.0,38.0,35.0,28.0,179.0,15.0,1.0,1.0,9.52,5.0
67.0,17.0,15.0,14.0,59.9,11.03,1.0,1.0,193.98,5.0
200.0,16.0,9.0,11.0,18.9,11.85,1.0,4.0,234.56,5.0
600.0,24.0,8.0,23.0,339.9,23.85,1.0,1.0,133.05,2.0
3750.0,41.0,26.0,20.0,69.9,17.74,1.0,5.0,162.81,5.0
2500.0,25.0,20.0,35.0,60.0,8.72,1.0,4.0,143.45,5.0
100.0,16.0,6.0,11.0,49.9,17.6,1.0,8.0,276.35,1.0
150.0,20.0,3.0,18.0,53.99,16.82,1.0,1.0,6.17,5.0
600.0,16.0,11.0,11.0,149.99,89.5,1.0,1.0,30.11,1.0
100.0,20.0,13.0,15.0,39.9,9.27,1.0,2.0,115.05,4.0
15300.0,98.0,32.0,28.0,210.0,19.57,1.0,1.0,43.49,4.0
300.0,16.0,10.0,11.0,14.9,18.23,1.0,4.0,217.83,5.0
800.0,35.0,20.0,20.0,54.85,13.5,1.0,3.0,239.23,1.0
1350.0,45.0,15.0,35.0,138.6,16.07,1.0,1.0,65.22,5.0
425.0,27.0,12.0,12.0,19.9,15.1,1.0,1.0,128.24,1.0
1900.0,35.0,45.0,15.0,29.9,8.11,1.0,1.0,176.76,5.0
1100.0,89.0,15.0,35.0,29.97,15.1,1.0,3.0,108.33,5.0
10600.0,41.0,66.0,41.0,297.0,37.31,1.0,5.0,60.78,4.0
2300.0,30.0,30.0,30.0,367.52,29.11,1.0,1.0,87.71,3.0
15000.0,91.0,14.0,91.0,32.98,15.1,1.0,1.0,36.01,5.0
575.0,23.0,15.0,16.0,32.98,15.1,1.0,1.0,36.35,5.0
625.0,23.0,17.0,19.0,61.9,16.19,8.0,1.0,41.03,1.0
200.0,16.0,16.0,11.0,195.0,66.36,1.0,1.0,49.69,5.0
6400.0,63.0,11.0,63.0,49.0,7.6,1.0,1.0,67.68,5.0
3050.0,35.0,20.0,35.0,128.0,19.0,1.0,1.0,45.22,3.0
1150.0,30.0,10.0,30.0,139.99,23.78,1.0,1.0,101.73,5.0
7100.0,36.0,18.0,20.0,29.9,14.52,1.0,4.0,44.09,4.0
150.0,16.0,5.0,12.0,179.9,9.45,1.0,1.0,357.75,5.0
21100.0,31.0,79.0,56.0,47.0,51.05,1.0,1.0,32.96,3.0
1100.0,30.0,30.0,30.0,259.0,10.01,1.0,1.0,52.49,4.0
300.0,22.0,6.0,15.0,44.88,45.94,1.0,7.0,73.64,4.0
700.0,26.0,16.0,34.0,49.95,15.1,1.0,6.0,320.39,1.0
350.0,25.0,25.0,20.0,149.9,19.33,1.0,7.0,83.07,5.0
150.0,25.0,2.0,20.0,149.9,19.33,1.0,3.0,134.92,2.0
1650.0,33.0,44.0,19.0,149.9,19.33,1.0,1.0,53.22,1.0
300.0,16.0,16.0,16.0,149.9,19.33,1.0,5.0,133.11,1.0
1500.0,18.0,26.0,14.0,82.0,16.82,1.0,1.0,43.27,4.0
30000.0,60.0,50.0,50.0,49.9,13.37,1.0,10.0,115.0,5.0
1600.0,21.0,18.0,18.0,24.9,11.85,1.0,1.0,24.79,3.0
22800.0,65.0,50.0,42.0,19.0,7.39,1.0,1.0,143.27,4.0
200.0,16.0,2.0,11.0,47.64,22.26,1.0,4.0,106.76,5.0
300.0,35.0,5.0,11.0,47.64,22.26,1.0,4.0,78.19,4.0
2250.0,23.0,6.0,23.0,69.9,8.88,1.0,8.0,88.08,5.0
150.0,20.0,14.0,17.0,20.0,9.34,1.0,4.0,156.68,1.0
800.0,95.0,8.0,70.0,65.0,15.2,1.0,3.0,213.73,5.0
700.0,30.0,15.0,30.0,99.0,33.08,1.0,7.0,75.98,4.0
450.0,34.0,11.0,17.0,1599.0,63.02,1.0,2.0,148.16,5.0
850.0,40.0,20.0,30.0,31.9,21.15,1.0,10.0,315.84,4.0
5350.0,65.0,25.0,25.0,97.07,61.42,1.0,4.0,48.17,5.0
150.0,16.0,7.0,15.0,109.95,27.31,1.0,1.0,165.79,4.0
50.0,37.0,8.0,25.0,89.99,7.88,1.0,1.0,460.05,5.0
450.0,19.0,13.0,13.0,45.9,9.63,1.0,1.0,93.58,4.0
550.0,20.0,15.0,35.0,174.9,15.97,1.0,5.0,361.45,4.0
700.0,80.0,10.0,60.0,59.99,7.78,1.0,1.0,83.17,1.0
300.0,35.0,4.0,25.0,199.0,14.51,1.0,1.0,1042.1,5.0
1950.0,16.0,10.0,16.0,99.99,15.46,1.0,8.0,138.79,4.0
12733.0,36.0,61.0,36.0,61.0,6.42,1.0,6.0,256.31,1.0
2186.0,29.0,23.0,25.0,42.0,32.12,1.0,1.0,65.8,5.0
150.0,22.0,3.0,15.0,129.9,23.49,1.0,1.0,905.93,5.0
1950.0,24.0,17.0,17.0,70.0,12.43,1.0,4.0,256.59,4.0
353.0,25.0,23.0,25.0,29.0,8.72,1.0,10.0,106.07,5.0
635.0,28.0,19.0,16.0,59.9,19.39,1.0,8.0,108.19,5.0
3000.0,45.0,13.0,25.0,116.6,17.55,2.0,1.0,123.11,5.0
450.0,28.0,13.0,24.0,11.99,12.79,1.0,1.0,78.86,5.0
325.0,28.0,13.0,12.0,11.99,12.79,1.0,1.0,166.92,1.0
450.0,45.0,15.0,35.0,69.99,17.74,4.0,1.0,30.0,5.0
1582.0,31.0,31.0,35.0,634.4,15.46,1.0,1.0,225.66,5.0
2450.0,72.0,47.0,13.0,16.9,16.79,1.0,1.0,101.24,3.0
200.0,25.0,5.0,25.0,67.0,16.23,2.0,1.0,20.0,5.0
1250.0,30.0,30.0,30.0,143.8,16.71,1.0,1.0,80.73,4.0
450.0,27.0,13.0,17.0,19.2,18.23,1.0,1.0,157.45,5.0
800.0,20.0,11.0,14.0,135.9,16.16,1.0,1.0,133.77,5.0
20900.0,23.0,55.0,58.0,129.49,27.21,1.0,1.0,104.56,4.0
500.0,46.0,10.0,32.0,69.9,34.29,1.0,1.0,60.64,5.0
650.0,50.0,7.0,33.0,399.0,18.5,1.0,10.0,357.77,5.0
5300.0,30.0,36.0,30.0,179.99,42.21,1.0,10.0,1039.74,4.0
900.0,46.0,8.0,11.0,81.2,19.81,1.0,4.0,218.23,1.0
350.0,17.0,3.0,12.0,129.96,29.1,1.0,2.0,27.6,5.0
16300.0,30.0,30.0,30.0,59.9,7.68,1.0,2.0,54.0,5.0
500.0,18.0,12.0,18.0,219.9,14.9,1.0,1.0,178.27,5.0
450.0,16.0,10.0,16.0,219.9,14.9,1.0,5.0,288.26,2.0
1400.0,31.0,36.0,31.0,52.9,16.26,1.0,1.0,76.18,4.0
4867.0,70.0,16.0,50.0,11.9,16.79,1.0,1.0,66.18,4.0
250.0,23.0,7.0,50.0,102.9,13.16,1.0,6.0,101.17,1.0
4050.0,22.0,51.0,22.0,130.0,23.49,4.0,1.0,0.0,3.0
300.0,25.0,15.0,20.0,130.0,23.49,1.0,1.0,81.78,5.0
1400.0,42.0,25.0,15.0,130.0,23.49,1.0,3.0,77.25,5.0
3000.0,37.0,20.0,43.0,130.0,23.49,1.0,1.0,44.32,5.0
11800.0,61.0,61.0,19.0,130.0,23.49,1.0,3.0,104.86,5.0
150.0,16.0,8.0,11.0,130.0,23.49,1.0,1.0,77.19,5.0
6050.0,47.0,19.0,23.0,150.0,25.7,1.0,4.0,40.13,5.0
3100.0,30.0,20.0,30.0,84.99,16.35,1.0,1.0,129.24,5.0
9750.0,27.0,31.0,16.0,151.9,27.14,1.0,2.0,165.96,5.0
1200.0,25.0,11.0,15.0,13.65,15.1,1.0,4.0,46.01,5.0
2400.0,16.0,31.0,39.0,12.0,7.78,1.0,5.0,59.34,5.0
250.0,45.0,15.0,35.0,57.75,11.9,1.0,1.0,209.46,4.0
592.0,23.0,14.0,14.0,48.9,9.47,1.0,2.0,128.31,5.0
400.0,40.0,40.0,15.0,19.99,10.96,1.0,1.0,33.0,5.0
225.0,16.0,9.0,12.0,259.9,86.98,1.0,1.0,62.15,5.0
11000.0,47.0,66.0,39.0,52.5,11.87,1.0,10.0,220.04,5.0
750.0,25.0,13.0,14.0,83.8,12.75,1.0,10.0,393.38,1.0
6850.0,30.0,30.0,30.0,48.9,18.23,1.0,2.0,217.45,1.0
250.0,27.0,13.0,17.0,449.9,20.72,1.0,1.0,20.68,5.0
200.0,19.0,5.0,13.0,62.9,14.17,1.0,3.0,94.63,4.0
11200.0,38.0,60.0,38.0,60.9,11.15,1.0,1.0,27.33,5.0
200.0,25.0,5.0,12.0,42.0,47.79,1.0,4.0,129.78,4.0
500.0,19.0,11.0,20.0,385.6,27.44,1.0,1.0,110.28,1.0
300.0,25.0,12.0,20.0,219.0,24.11,1.0,5.0,69.32,5.0
158.0,21.0,16.0,12.0,23.1,12.82,1.0,8.0,189.53,3.0
3117.0,44.0,14.0,34.0,45.9,12.69,1.0,2.0,47.68,5.0
14327.0,58.0,60.0,54.0,215.0,21.0,1.0,2.0,83.59,2.0
4550.0,30.0,28.0,28.0,199.99,45.2,1.0,4.0,40.22,3.0
2300.0,30.0,20.0,30.0,53.99,12.82,1.0,3.0,163.06,4.0
400.0,22.0,6.0,15.0,139.9,19.57,1.0,2.0,53.48,4.0
350.0,19.0,19.0,12.0,24.9,11.85,1.0,1.0,41.64,5.0
950.0,20.0,35.0,20.0,380.0,95.42,2.0,1.0,100.0,5.0
1550.0,20.0,10.0,20.0,109.9,12.27,1.0,1.0,25.55,4.0
22350.0,80.0,51.0,56.0,110.32,8.03,1.0,2.0,29.62,4.0
600.0,20.0,13.0,15.0,39.0,7.78,1.0,1.0,120.17,5.0
6250.0,60.0,10.0,40.0,39.0,7.78,1.0,4.0,187.53,3.0
1450.0,21.0,50.0,21.0,27.99,14.1,1.0,1.0,73.16,5.0
300.0,17.0,4.0,12.0,149.9,10.26,1.0,3.0,217.0,5.0
7950.0,52.0,34.0,18.0,99.0,13.71,1.0,1.0,130.69,5.0
1750.0,32.0,16.0,18.0,59.0,4.97,1.0,1.0,39.09,5.0
14100.0,38.0,34.0,34.0,89.0,49.73,1.0,1.0,124.14,4.0
7600.0,30.0,30.0,30.0,37.9,16.79,1.0,3.0,254.23,5.0
288.0,52.0,27.0,20.0,59.9,16.61,1.0,1.0,53.22,5.0
800.0,38.0,8.0,30.0,59.9,16.61,1.0,2.0,45.19,4.0
22000.0,16.0,45.0,50.0,19.99,7.4,1.0,3.0,102.03,3.0
133.0,20.0,10.0,16.0,49.9,20.99,2.0,1.0,85.39,4.0
1250.0,32.0,30.0,32.0,49.9,20.99,1.0,3.0,600.75,2.0
3313.0,18.0,20.0,15.0,310.99,17.39,1.0,5.0,176.68,3.0
10965.0,52.0,24.0,52.0,187.0,16.06,1.0,2.0,49.22,1.0
1600.0,37.0,14.0,31.0,179.9,13.92,1.0,1.0,64.1,4.0
500.0,25.0,25.0,25.0,527.9,21.8,1.0,1.0,119.32,1.0
1050.0,21.0,27.0,21.0,65.9,12.8,1.0,8.0,85.54,5.0
1800.0,30.0,30.0,30.0,39.9,10.96,1.0,6.0,208.16,1.0
4000.0,31.0,32.0,31.0,13.3,8.76,1.0,4.0,164.8,5.0
1250.0,35.0,7.0,28.0,13.3,8.76,1.0,1.0,49.32,1.0
1750.0,50.0,13.0,40.0,13.3,8.76,1.0,2.0,140.87,5.0
550.0,30.0,6.0,22.0,119.9,18.09,1.0,8.0,85.81,1.0
100.0,19.0,3.0,11.0,105.0,16.7,1.0,1.0,12.59,1.0
1900.0,30.0,20.0,40.0,26.9,15.1,1.0,2.0,121.7,3.0
1050.0,25.0,11.0,15.0,258.3,16.57,1.0,6.0,216.93,4.0
550.0,20.0,35.0,20.0,99.99,17.95,1.0,1.0,30.19,1.0
6125.0,53.0,9.0,53.0,49.9,22.93,1.0,2.0,99.65,4.0
1300.0,50.0,30.0,30.0,102.0,14.46,12.0,1.0,35.01,4.0
500.0,24.0,24.0,16.0,24.99,18.23,1.0,10.0,836.02,4.0
2225.0,33.0,20.0,17.0,89.49,15.38,1.0,1.0,86.15,5.0
4100.0,32.0,75.0,32.0,32.9,18.29,1.0,1.0,72.09,5.0
187.0,18.0,16.0,16.0,17.5,11.85,1.0,1.0,47.5,5.0
290.0,20.0,18.0,16.0,109.99,14.86,1.0,1.0,21.65,4.0
300.0,17.0,13.0,16.0,48.9,18.23,1.0,1.0,32.29,4.0
200.0,40.0,7.0,32.0,79.9,20.96,1.0,3.0,36.6,3.0
7150.0,50.0,20.0,40.0,49.99,14.1,1.0,2.0,143.48,4.0
800.0,30.0,16.0,16.0,47.9,13.37,13.0,1.0,16.7,4.0
300.0,16.0,7.0,11.0,712.5,26.99,1.0,1.0,58.38,5.0
2550.0,53.0,23.0,48.0,25.99,14.1,1.0,1.0,124.69,1.0
5600.0,57.0,16.0,45.0,72.9,9.26,1.0,1.0,159.86,5.0
20900.0,50.0,50.0,50.0,199.0,60.56,1.0,1.0,47.45,1.0
300.0,24.0,8.0,23.0,47.3,12.69,1.0,7.0,214.56,4.0
300.0,16.0,16.0,16.0,25.0,16.6,1.0,1.0,778.25,5.0
50.0,32.0,23.0,33.0,114.9,11.9,1.0,4.0,357.03,1.0
3500.0,20.0,20.0,20.0,34.96,15.1,1.0,1.0,88.9,5.0
150.0,27.0,5.0,20.0,34.96,15.1,1.0,10.0,132.57,1.0
200.0,17.0,6.0,12.0,34.96,15.1,2.0,1.0,50.0,1.0
3000.0,22.0,31.0,22.0,34.96,15.1,1.0,1.0,75.38,3.0
300.0,66.0,6.0,49.0,50.0,25.63,1.0,3.0,156.94,5.0
1400.0,22.0,15.0,33.0,84.9,13.61,1.0,5.0,51.11,5.0
6000.0,58.0,27.0,33.0,24.99,17.63,1.0,1.0,0.34,4.0
3000.0,22.0,51.0,22.0,55.0,18.49,1.0,2.0,27.36,5.0
3600.0,48.0,22.0,11.0,99.7,17.14,1.0,10.0,1043.32,4.0
125.0,16.0,16.0,16.0,47.49,16.11,1.0,4.0,399.81,5.0
300.0,16.0,11.0,11.0,499.9,14.7,1.0,2.0,25.33,5.0
1450.0,44.0,18.0,34.0,168.48,9.55,1.0,2.0,27.78,4.0
200.0,16.0,4.0,11.0,24.9,10.96,1.0,3.0,86.02,1.0
550.0,28.0,10.0,26.0,17.99,18.23,1.0,3.0,38.09,4.0
3500.0,47.0,21.0,41.0,105.9,9.56,1.0,1.0,27.78,2.0
1200.0,65.0,3.0,45.0,51.9,11.75,1.0,2.0,156.81,5.0
400.0,40.0,40.0,15.0,109.99,18.35,1.0,1.0,48.27,5.0
150.0,20.0,6.0,14.0,99.0,38.27,1.0,2.0,33.0,4.0
300.0,16.0,2.0,11.0,139.9,12.48,1.0,1.0,119.25,5.0
1400.0,31.0,36.0,31.0,154.9,14.81,1.0,1.0,111.99,5.0
300.0,16.0,11.0,12.0,42.9,22.67,1.0,1.0,164.63,4.0
5050.0,38.0,30.0,28.0,179.99,18.84,1.0,1.0,143.92,4.0
300.0,18.0,4.0,16.0,31.5,16.05,1.0,4.0,306.16,2.0
200.0,16.0,5.0,11.0,21.9,15.1,1.0,5.0,180.71,5.0
1500.0,47.0,21.0,41.0,44.99,15.23,1.0,3.0,31.28,5.0
540.0,16.0,11.0,11.0,44.99,7.58,1.0,5.0,143.15,5.0
500.0,55.0,40.0,46.0,18.9,15.1,1.0,1.0,109.79,3.0
2800.0,16.0,2.0,11.0,119.0,13.13,1.0,1.0,191.79,5.0
10800.0,56.0,16.0,55.0,37.99,10.96,1.0,3.0,56.78,5.0
1300.0,100.0,7.0,15.0,93.99,11.68,1.0,2.0,245.48,4.0
1725.0,31.0,8.0,33.0,69.9,26.03,1.0,1.0,133.5,5.0
